,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,red,green,blue,red_edge,nir,field,date,class,season,crop,soil,path,binary_class,dataset_type
561,11519,11519,11519,IMG_0028_,IMG_0028_3_3_0033SET_registered.tif,IMG_0028_2_3_0033SET_registered.tif,IMG_0028_1_3_0033SET_registered.tif,IMG_0028_5_3_0033SET_registered.tif,IMG_0028_4_3_0033SET_registered.tif,Field89,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field89/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
444,6941,6941,6941,IMG_0031_,IMG_0031_3_3_0181SET_registered.tif,IMG_0031_2_3_0181SET_registered.tif,IMG_0031_1_3_0181SET_registered.tif,IMG_0031_5_3_0181SET_registered.tif,IMG_0031_4_3_0181SET_registered.tif,Field70,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/medium_blackgrass,blackgrass,train
840,11851,11851,11851,IMG_0026_,IMG_0026_3_3_0072SET_registered.tif,IMG_0026_2_3_0072SET_registered.tif,IMG_0026_1_3_0072SET_registered.tif,IMG_0026_5_3_0072SET_registered.tif,IMG_0026_4_3_0072SET_registered.tif,Field50,2021-04-21,medium_blackgrass,mid,winter_barley,type1,../data/Field50/2021-04-21/medium_blackgrass,blackgrass,train
172,15841,15841,15841,IMG_0019_,IMG_0019_3_3_0032SET_registered.tif,IMG_0019_2_3_0032SET_registered.tif,IMG_0019_1_3_0032SET_registered.tif,IMG_0019_5_3_0032SET_registered.tif,IMG_0019_4_3_0032SET_registered.tif,Field88,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field88/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
1007,9463,9463,9463,IMG_0050_,IMG_0050_3_3_0185SET_registered.tif,IMG_0050_2_3_0185SET_registered.tif,IMG_0050_1_3_0185SET_registered.tif,IMG_0050_5_3_0185SET_registered.tif,IMG_0050_4_3_0185SET_registered.tif,Field25,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field25/2021-05-12/medium_blackgrass,blackgrass,train
1140,1227,1227,1227,IMG_0052_,IMG_0052_3_3_0010SET_registered.tif,IMG_0052_2_3_0010SET_registered.tif,IMG_0052_1_3_0010SET_registered.tif,IMG_0052_5_3_0010SET_registered.tif,IMG_0052_4_3_0010SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
545,9016,9016,9016,IMG_0045_,IMG_0045_3_2_0138SET_registered.tif,IMG_0045_2_2_0138SET_registered.tif,IMG_0045_1_2_0138SET_registered.tif,IMG_0045_5_2_0138SET_registered.tif,IMG_0045_4_2_0138SET_registered.tif,Field82,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field82/2021-03-03/dense_blackgrass,blackgrass,train
376,8673,8673,8673,IMG_0028_,IMG_0028_3_0165SET_registered.tif,IMG_0028_2_0166SET_registered.tif,IMG_0028_1_0166SET_registered.tif,IMG_0028_5_0165SET_registered.tif,IMG_0028_4_0166SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
202,12055,12055,12055,IMG_0066_,IMG_0066_3_2_0012SET_registered.tif,IMG_0066_2_2_0014SET_registered.tif,IMG_0066_1_2_0012SET_registered.tif,IMG_0066_5_2_0014SET_registered.tif,IMG_0066_4_2_0012SET_registered.tif,Field50,2021-01-18,medium_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/medium_blackgrass,blackgrass,train
336,7558,7558,7558,IMG_0079_,IMG_0079_3_3_0055SET_registered.tif,IMG_0079_2_3_0055SET_registered.tif,IMG_0079_1_3_0055SET_registered.tif,IMG_0079_5_3_0055SET_registered.tif,IMG_0079_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
991,6051,6051,6051,IMG_0003_,IMG_0003_3_0205SET_registered.tif,IMG_0003_2_0205SET_registered.tif,IMG_0003_1_0205SET_registered.tif,IMG_0003_5_0205SET_registered.tif,IMG_0003_4_0205SET_registered.tif,Field38,2020-11-26,medium_blackgrass,early,winter_wheat,type7,../data/Field38/2020-11-26/medium_blackgrass,blackgrass,train
68,7188,7188,7188,IMG_0098_,IMG_0098_3_3_0189SET_registered.tif,IMG_0098_2_3_0189SET_registered.tif,IMG_0098_1_3_0189SET_registered.tif,IMG_0098_5_3_0189SET_registered.tif,IMG_0098_4_3_0189SET_registered.tif,Field81,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field81/2021-05-13/medium_blackgrass,blackgrass,train
711,1066,1066,1066,IMG_0097_,IMG_0097_3_0144SET_registered.tif,IMG_0097_2_0144SET_registered.tif,IMG_0097_1_0144SET_registered.tif,IMG_0097_5_0144SET_registered.tif,IMG_0097_4_0144SET_registered.tif,Field14,2020-11-04,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-04/medium_blackgrass,blackgrass,train
759,7148,7148,7148,IMG_0005_,IMG_0005_3_3_0183SET_registered.tif,IMG_0005_2_3_0183SET_registered.tif,IMG_0005_1_3_0183SET_registered.tif,IMG_0005_5_3_0183SET_registered.tif,IMG_0005_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
802,8260,8260,8260,IMG_0075_,IMG_0075_3_4_0073SET_registered.tif,IMG_0075_2_4_0073SET_registered.tif,IMG_0075_1_4_0073SET_registered.tif,IMG_0075_5_4_0073SET_registered.tif,IMG_0075_4_4_0073SET_registered.tif,Field73,2021-05-26,dense_blackgrass,late,winter_wheat,type8,../data/Field73/2021-05-26/dense_blackgrass,blackgrass,train
539,11469,11469,11469,IMG_0032_,IMG_0032_3_3_0033SET_registered.tif,IMG_0032_2_3_0033SET_registered.tif,IMG_0032_1_3_0033SET_registered.tif,IMG_0032_5_3_0033SET_registered.tif,IMG_0032_4_3_0033SET_registered.tif,Field89,2021-03-25(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type7,../data/Field89/2021-03-25(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
232,861,861,861,IMG_0058_,IMG_0058_3_4_0037SET_registered.tif,IMG_0058_2_4_0037SET_registered.tif,IMG_0058_1_4_0037SET_registered.tif,IMG_0058_5_4_0037SET_registered.tif,IMG_0058_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
139,10922,10922,10922,IMG_0047_,IMG_0047_3_4_0014SET_registered.tif,IMG_0047_2_4_0014SET_registered.tif,IMG_0047_1_4_0014SET_registered.tif,IMG_0047_5_4_0014SET_registered.tif,IMG_0047_4_4_0014SET_registered.tif,Field97,2021-05-13,dense_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/dense_blackgrass,blackgrass,train
918,8688,8688,8688,IMG_0026_,IMG_0026_3_0165SET_registered.tif,IMG_0026_2_0166SET_registered.tif,IMG_0026_1_0166SET_registered.tif,IMG_0026_5_0165SET_registered.tif,IMG_0026_4_0165SET_registered.tif,Field23,2020-11-11,dense_blackgrass,early,winter_wheat,type7,../data/Field23/2020-11-11/dense_blackgrass,blackgrass,train
565,7115,7115,7115,IMG_0176_,IMG_0176_3_3_0183SET_registered.tif,IMG_0176_2_3_0183SET_registered.tif,IMG_0176_1_3_0183SET_registered.tif,IMG_0176_5_3_0183SET_registered.tif,IMG_0176_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
937,4155,4155,4155,IMG_0003_,IMG_0003_3_3_0004SET_registered.tif,IMG_0003_2_3_0004SET_registered.tif,IMG_0003_1_3_0004SET_registered.tif,IMG_0003_5_3_0004SET_registered.tif,IMG_0003_4_3_0004SET_registered.tif,Field39,2021-03-17,medium_blackgrass,mid,winter_wheat,type7,../data/Field39/2021-03-17/medium_blackgrass,blackgrass,train
131,11022,11022,11022,IMG_0031_,IMG_0031_3_3_0193SET_registered.tif,IMG_0031_2_3_0193SET_registered.tif,IMG_0031_1_3_0193SET_registered.tif,IMG_0031_5_3_0193SET_registered.tif,IMG_0031_4_3_0193SET_registered.tif,Field77,2021-05-13,medium_blackgrass,late,winter_wheat,type4,../data/Field77/2021-05-13/medium_blackgrass,blackgrass,train
369,621,621,621,IMG_0086_,IMG_0086_3_0185SET_registered.tif,IMG_0086_2_0186SET_registered.tif,IMG_0086_1_0185SET_registered.tif,IMG_0086_5_0185SET_registered.tif,IMG_0086_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
275,692,692,692,IMG_0040_,IMG_0040_3_0185SET_registered.tif,IMG_0040_2_0185SET_registered.tif,IMG_0040_1_0186SET_registered.tif,IMG_0040_5_0186SET_registered.tif,IMG_0040_4_0186SET_registered.tif,Field14,2020-11-18,medium_blackgrass,early,winter_wheat,type6,../data/Field14/2020-11-18/medium_blackgrass,blackgrass,train
315,13520,13520,13520,IMG_0029_,IMG_0029_3_3_0044SET_registered.tif,IMG_0029_2_3_0042SET_registered.tif,IMG_0029_1_3_0042SET_registered.tif,IMG_0029_5_3_0044SET_registered.tif,IMG_0029_4_3_0042SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
671,13611,13611,13611,IMG_0041_,IMG_0041_3_3_0043SET_registered.tif,IMG_0041_2_3_0043SET_registered.tif,IMG_0041_1_3_0043SET_registered.tif,IMG_0041_5_3_0043SET_registered.tif,IMG_0041_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
1375,9185,9185,9185,IMG_0049_,IMG_0049_3_2_0114SET_registered.tif,IMG_0049_2_2_0114SET_registered.tif,IMG_0049_1_2_0114SET_registered.tif,IMG_0049_5_2_0114SET_registered.tif,IMG_0049_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
1237,3038,3038,3038,IMG_0078_,IMG_0078_3_0148SET_registered.tif,IMG_0078_2_0149SET_registered.tif,IMG_0078_1_0148SET_registered.tif,IMG_0078_5_0149SET_registered.tif,IMG_0078_4_0148SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
204,2394,2394,2394,IMG_0080_,IMG_0080_3_0198SET_registered.tif,IMG_0080_2_0198SET_registered.tif,IMG_0080_1_0198SET_registered.tif,IMG_0080_5_0198SET_registered.tif,IMG_0080_4_0198SET_registered.tif,Field35,2020-11-24,medium_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/medium_blackgrass,blackgrass,train
208,781,781,781,IMG_0121_,IMG_0121_3_4_0037SET_registered.tif,IMG_0121_2_4_0037SET_registered.tif,IMG_0121_1_4_0037SET_registered.tif,IMG_0121_5_4_0037SET_registered.tif,IMG_0121_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
9,11044,11044,11044,IMG_0029_,IMG_0029_3_2_0132SET_registered.tif,IMG_0029_2_2_0132SET_registered.tif,IMG_0029_1_2_0132SET_registered.tif,IMG_0029_5_2_0132SET_registered.tif,IMG_0029_4_2_0132SET_registered.tif,Field77,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field77/2021-03-03/dense_blackgrass,blackgrass,train
921,7042,7042,7042,IMG_0159_,IMG_0159_3_3_0183SET_registered.tif,IMG_0159_2_3_0183SET_registered.tif,IMG_0159_1_3_0183SET_registered.tif,IMG_0159_5_3_0183SET_registered.tif,IMG_0159_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
100,2366,2366,2366,IMG_0062_,IMG_0062_3_0198SET_registered.tif,IMG_0062_2_0198SET_registered.tif,IMG_0062_1_0198SET_registered.tif,IMG_0062_5_0198SET_registered.tif,IMG_0062_4_0198SET_registered.tif,Field35,2020-11-24,medium_blackgrass,early,winter_barley,type4,../data/Field35/2020-11-24/medium_blackgrass,blackgrass,train
756,11628,11628,11628,IMG_0006_,IMG_0006_3_0142SET_registered.tif,IMG_0006_2_0141SET_registered.tif,IMG_0006_1_0141SET_registered.tif,IMG_0006_5_0141SET_registered.tif,IMG_0006_4_0141SET_registered.tif,Field12,2020-11-03,dense_blackgrass,early,triticale,type6,../data/Field12/2020-11-03/dense_blackgrass,blackgrass,train
1306,7173,7173,7173,IMG_0030_,IMG_0030_3_3_0183SET_registered.tif,IMG_0030_2_3_0183SET_registered.tif,IMG_0030_1_3_0183SET_registered.tif,IMG_0030_5_3_0183SET_registered.tif,IMG_0030_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
765,11034,11034,11034,IMG_0080_,IMG_0080_3_2_0132SET_registered.tif,IMG_0080_2_2_0132SET_registered.tif,IMG_0080_1_2_0132SET_registered.tif,IMG_0080_5_2_0132SET_registered.tif,IMG_0080_4_2_0132SET_registered.tif,Field77,2021-03-03,dense_blackgrass,mid,winter_wheat,type4,../data/Field77/2021-03-03/dense_blackgrass,blackgrass,train
601,10885,10885,10885,IMG_0043_,IMG_0043_3_4_0014SET_registered.tif,IMG_0043_2_4_0014SET_registered.tif,IMG_0043_1_4_0014SET_registered.tif,IMG_0043_5_4_0014SET_registered.tif,IMG_0043_4_4_0014SET_registered.tif,Field97,2021-05-13,dense_blackgrass,late,winter_barley,type4,../data/Field97/2021-05-13/dense_blackgrass,blackgrass,train
195,1226,1226,1226,IMG_0044_,IMG_0044_3_3_0010SET_registered.tif,IMG_0044_2_3_0010SET_registered.tif,IMG_0044_1_3_0010SET_registered.tif,IMG_0044_5_3_0010SET_registered.tif,IMG_0044_4_3_0010SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
1428,5684,5684,5684,IMG_0006_,IMG_0006_3_2_0065SET_registered.tif,IMG_0006_2_2_0065SET_registered.tif,IMG_0006_1_2_0065SET_registered.tif,IMG_0006_5_2_0065SET_registered.tif,IMG_0006_4_2_0065SET_registered.tif,Field29,2021-01-29,medium_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/medium_blackgrass,blackgrass,train
620,12800,12800,12800,IMG_0050_,IMG_0050_3_4_0086SET_registered.tif,IMG_0050_2_4_0086SET_registered.tif,IMG_0050_1_4_0086SET_registered.tif,IMG_0050_5_4_0086SET_registered.tif,IMG_0050_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
882,14091,14091,14091,IMG_0109_,IMG_0109_3_3_0148SET_registered.tif,IMG_0109_2_3_0148SET_registered.tif,IMG_0109_1_3_0148SET_registered.tif,IMG_0109_5_3_0148SET_registered.tif,IMG_0109_4_3_0148SET_registered.tif,Field95,2021-04-28,medium_blackgrass,springcrop_mid,spring_barley,type8,../data/Field95/2021-04-28/medium_blackgrass,blackgrass,train
925,5702,5702,5702,IMG_0054_,IMG_0054_3_2_0065SET_registered.tif,IMG_0054_2_2_0065SET_registered.tif,IMG_0054_1_2_0065SET_registered.tif,IMG_0054_5_2_0065SET_registered.tif,IMG_0054_4_2_0065SET_registered.tif,Field29,2021-01-29,medium_blackgrass,mid,winter_wheat,type2,../data/Field29/2021-01-29/medium_blackgrass,blackgrass,train
356,8473,8473,8473,IMG_0026_,IMG_0026_3_2_0103SET_registered.tif,IMG_0026_2_2_0103SET_registered.tif,IMG_0026_1_2_0103SET_registered.tif,IMG_0026_5_2_0103SET_registered.tif,IMG_0026_4_2_0103SET_registered.tif,Field23,2021-02-17,dense_blackgrass,mid,winter_wheat,type7,../data/Field23/2021-02-17/dense_blackgrass,blackgrass,train
1356,13609,13609,13609,IMG_0094_,IMG_0094_3_3_0043SET_registered.tif,IMG_0094_2_3_0043SET_registered.tif,IMG_0094_1_3_0043SET_registered.tif,IMG_0094_5_3_0043SET_registered.tif,IMG_0094_4_3_0043SET_registered.tif,Field42,2021-04-15(HELDOUTDATASET),dense_blackgrass,mid,winter_wheat,type3,../data/Field42/2021-04-15(HELDOUTDATASET)/dense_blackgrass,blackgrass,train
896,8931,8931,8931,IMG_0030_,IMG_0030_3_3_0187SET_registered.tif,IMG_0030_2_3_0187SET_registered.tif,IMG_0030_1_3_0187SET_registered.tif,IMG_0030_5_3_0187SET_registered.tif,IMG_0030_4_3_0187SET_registered.tif,Field23,2021-05-12,medium_blackgrass,late,winter_wheat,type7,../data/Field23/2021-05-12/medium_blackgrass,blackgrass,train
997,7076,7076,7076,IMG_0080_,IMG_0080_3_3_0183SET_registered.tif,IMG_0080_2_3_0183SET_registered.tif,IMG_0080_1_3_0183SET_registered.tif,IMG_0080_5_3_0183SET_registered.tif,IMG_0080_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
137,9216,9216,9216,IMG_0067_,IMG_0067_3_2_0114SET_registered.tif,IMG_0067_2_2_0114SET_registered.tif,IMG_0067_1_2_0114SET_registered.tif,IMG_0067_5_2_0114SET_registered.tif,IMG_0067_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
758,7652,7652,7652,IMG_0014_,IMG_0014_3_3_0055SET_registered.tif,IMG_0014_2_3_0055SET_registered.tif,IMG_0014_1_3_0055SET_registered.tif,IMG_0014_5_3_0055SET_registered.tif,IMG_0014_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
1194,15321,15321,15321,IMG_0100_,IMG_0100_3_0238SET_registered.tif,IMG_0100_2_0238SET_registered.tif,IMG_0100_1_0238SET_registered.tif,IMG_0100_5_0238SET_registered.tif,IMG_0100_4_0238SET_registered.tif,Field48,2020-12-16,medium_blackgrass,early,winter_barley,type7,../data/Field48/2020-12-16/medium_blackgrass,blackgrass,train
294,12782,12782,12782,IMG_0057_,IMG_0057_3_4_0086SET_registered.tif,IMG_0057_2_4_0086SET_registered.tif,IMG_0057_1_4_0086SET_registered.tif,IMG_0057_5_4_0086SET_registered.tif,IMG_0057_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
1314,1253,1253,1253,IMG_0106_,IMG_0106_3_3_0010SET_registered.tif,IMG_0106_2_3_0010SET_registered.tif,IMG_0106_1_3_0010SET_registered.tif,IMG_0106_5_3_0010SET_registered.tif,IMG_0106_4_3_0010SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
1054,7062,7062,7062,IMG_0045_,IMG_0045_3_3_0183SET_registered.tif,IMG_0045_2_3_0183SET_registered.tif,IMG_0045_1_3_0183SET_registered.tif,IMG_0045_5_3_0183SET_registered.tif,IMG_0045_4_3_0183SET_registered.tif,Field70,2021-05-12,dense_blackgrass,late,winter_wheat,type7,../data/Field70/2021-05-12/dense_blackgrass,blackgrass,train
653,2961,2961,2961,IMG_0103_,IMG_0103_3_0149SET_registered.tif,IMG_0103_2_0149SET_registered.tif,IMG_0103_1_0149SET_registered.tif,IMG_0103_5_0148SET_registered.tif,IMG_0103_4_0149SET_registered.tif,Field16,2020-11-05,medium_blackgrass,early,winter_wheat,type7,../data/Field16/2020-11-05/medium_blackgrass,blackgrass,train
185,9195,9195,9195,IMG_0091_,IMG_0091_3_2_0114SET_registered.tif,IMG_0091_2_2_0114SET_registered.tif,IMG_0091_1_2_0114SET_registered.tif,IMG_0091_5_2_0114SET_registered.tif,IMG_0091_4_2_0114SET_registered.tif,Field25,2021-02-19,medium_blackgrass,mid,winter_wheat,type7,../data/Field25/2021-02-19/medium_blackgrass,blackgrass,train
989,7608,7608,7608,IMG_0084_,IMG_0084_3_3_0055SET_registered.tif,IMG_0084_2_3_0055SET_registered.tif,IMG_0084_1_3_0055SET_registered.tif,IMG_0084_5_3_0055SET_registered.tif,IMG_0084_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
852,12770,12770,12770,IMG_0044_,IMG_0044_3_4_0086SET_registered.tif,IMG_0044_2_4_0086SET_registered.tif,IMG_0044_1_4_0086SET_registered.tif,IMG_0044_5_4_0086SET_registered.tif,IMG_0044_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
558,7299,7299,7299,IMG_0015_,IMG_0015_3_2_0137SET_registered.tif,IMG_0015_2_2_0137SET_registered.tif,IMG_0015_1_2_0137SET_registered.tif,IMG_0015_5_2_0137SET_registered.tif,IMG_0015_4_2_0137SET_registered.tif,Field81,2021-03-03,medium_blackgrass,mid,winter_wheat,type4,../data/Field81/2021-03-03/medium_blackgrass,blackgrass,train
975,12060,12060,12060,IMG_0089_,IMG_0089_3_2_0012SET_registered.tif,IMG_0089_2_2_0012SET_registered.tif,IMG_0089_1_2_0012SET_registered.tif,IMG_0089_5_2_0012SET_registered.tif,IMG_0089_4_2_0012SET_registered.tif,Field50,2021-01-18,medium_blackgrass,early,winter_barley,type1,../data/Field50/2021-01-18/medium_blackgrass,blackgrass,train
972,7559,7559,7559,IMG_0092_,IMG_0092_3_3_0055SET_registered.tif,IMG_0092_2_3_0055SET_registered.tif,IMG_0092_1_3_0055SET_registered.tif,IMG_0092_5_3_0055SET_registered.tif,IMG_0092_4_3_0055SET_registered.tif,Field46,2021-04-16,medium_blackgrass,mid,winter_wheat,type7,../data/Field46/2021-04-16/medium_blackgrass,blackgrass,train
155,12819,12819,12819,IMG_0046_,IMG_0046_3_4_0086SET_registered.tif,IMG_0046_2_4_0086SET_registered.tif,IMG_0046_1_4_0086SET_registered.tif,IMG_0046_5_4_0086SET_registered.tif,IMG_0046_4_4_0086SET_registered.tif,Field109,2021-06-03,dense_blackgrass,late,winter_wheat,type7,../data/Field109/2021-06-03/dense_blackgrass,blackgrass,train
563,746,746,746,IMG_0124_,IMG_0124_3_4_0037SET_registered.tif,IMG_0124_2_4_0037SET_registered.tif,IMG_0124_1_4_0037SET_registered.tif,IMG_0124_5_4_0037SET_registered.tif,IMG_0124_4_4_0037SET_registered.tif,Field14,2021-05-19,medium_blackgrass,late,winter_wheat,type6,../data/Field14/2021-05-19/medium_blackgrass,blackgrass,train
745,13815,13815,13815,IMG_0090_,IMG_0090_3_0228SET_registered.tif,IMG_0090_2_0228SET_registered.tif,IMG_0090_1_0228SET_registered.tif,IMG_0090_5_0228SET_registered.tif,IMG_0090_4_0228SET_registered.tif,Field42,2020-12-14,dense_blackgrass,early,winter_wheat,type3,../data/Field42/2020-12-14/dense_blackgrass,blackgrass,train
1257,1261,1261,1261,IMG_0067_,IMG_0067_3_3_0010SET_registered.tif,IMG_0067_2_3_0010SET_registered.tif,IMG_0067_1_3_0010SET_registered.tif,IMG_0067_5_3_0010SET_registered.tif,IMG_0067_4_3_0010SET_registered.tif,Field14,2021-03-19(HELDOUTDATASET),medium_blackgrass,mid,winter_wheat,type6,../data/Field14/2021-03-19(HELDOUTDATASET)/medium_blackgrass,blackgrass,train
1155,3464,3464,3464,IMG_0167_,IMG_0167_3_3_0194SET_registered.tif,IMG_0167_2_3_0194SET_registered.tif,IMG_0167_1_3_0194SET_registered.tif,IMG_0167_5_3_0194SET_registered.tif,IMG_0167_4_3_0194SET_registered.tif,Field76,2021-05-13,dense_blackgrass,late,winter_wheat,type4,../data/Field76/2021-05-13/dense_blackgrass,blackgrass,train
